sentence_orig,sentence,label,label_source,has_signoff
"Hand in the evaluation deadline July 1, 2026 at 6pm.","hand in the evaluation deadline july 1, 2026 at 6pm",deadline,synthetic,0
Finalize the slides due 9am.,finalize the slides due 9am,deadline,synthetic,0
"• Hand in the invoice due Friday Best,",hand in the invoice due friday,deadline,synthetic,1
due by: test plan Sunday at 11am.,due by: test plan sunday at 11am,deadline,synthetic,0
implement the schedule in monday.,implement the schedule in monday,deadline,synthetic,0
- Hand in the research notes deadline in 6 hours,hand in the research notes deadline in 6 hours,deadline,synthetic,0
Needs to be due one hour tops: form.,needs to be due one hour tops: form,deadline,synthetic,0
until: invoice 9am.,until: invoice 9am,deadline,synthetic,0
Due 10am: documentation.,due 10am: documentation,deadline,synthetic,0
Finish the invoice — due in 48 hours.,finish the invoice — due in 48 hours,deadline,synthetic,0
project plan — deadline 11:59pm.,project plan — deadline 11:59pm,deadline,synthetic,0
ETA: summary memo due by in 365 days.,eta: summary memo due by in 365 days,deadline,synthetic,0
Please produce the assignment in in 8 hours at 6pm.,please produce the assignment in in 8 hours at 6pm,deadline,synthetic,0
make slides by Wednesday,make slides by wednesday,deadline,synthetic,0
* documentation - due this Thursday,documentation - due this thursday,deadline,synthetic,0
- Finalize the timesheet deadline March 13 at 2pm,finalize the timesheet deadline march 13 at 2pm,deadline,synthetic,0
• Turn in the draft until in 120 hours,turn in the draft until in 120 hours,deadline,synthetic,0
Slides should be deadline for this Friday.,slides should be deadline for this friday,deadline,synthetic,0
"Due October 12, 2026: timesheet.","due october 12, 2026: timesheet",deadline,synthetic,0
When is the minutes due? (Preferably immediately),when is the minutes due? (preferably immediately,deadline,synthetic,0
Provide the report within December 6.,provide the report within december 6,deadline,synthetic,0
Summary should be due by in 6 months.,summary should be due by in 6 months,deadline,synthetic,0
Due ASAP: design doc.,due asap: design doc,deadline,synthetic,0
"finish slides by September 25, 2026 at 9am","finish slides by september 25, 2026 at 9am",deadline,synthetic,0
- Send the article due by Friday — thanks,send the article due by friday,deadline,synthetic,1
Can you provide the schedule due by Sunday?,can you provide the schedule due by sunday,deadline,synthetic,0
draft due next Monday,draft due next monday,deadline,synthetic,0
"finish code fix by October 14, 2026","finish code fix by october 14, 2026",deadline,synthetic,0
"Target: schedule no later than 1pm, — thanks",target: schedule no later than 1pm,deadline,synthetic,1
Is the test plan due in 60 days at 5pm?,is the test plan due in 60 days at 5pm,deadline,synthetic,0
finish release notes by this Thursday,finish release notes by this thursday,deadline,synthetic,0
Provide code fix — due January 15 at 1pm,provide code fix — due january 15 at 1pm,deadline,synthetic,0
"Please send the report due October 5, by then, please.","please send the report due october 5, by then, please",deadline,synthetic,0
Hand in the contract no later than Wednesday at 1pm.,hand in the contract no later than wednesday at 1pm,deadline,synthetic,0
- Submit the invoice no later than 10am at 5pm,submit the invoice no later than 10am at 5pm,deadline,synthetic,0
Can you return the application deadline Tuesday at 10am?,can you return the application deadline tuesday at 10am,deadline,synthetic,0
Resolve the schedule deadline in 90 days.,resolve the schedule deadline in 90 days,deadline,synthetic,0
Hand in the evaluation — deadline October 16.,hand in the evaluation — deadline october 16,deadline,synthetic,0
Upload report deadline for in 300 days - - Ruthik,upload report deadline for in 300 days - - ruthik,deadline,synthetic,0
project plan - due Friday,project plan - due friday,deadline,synthetic,0
"Complete the budget on or before May 15, 2026, please.","complete the budget on or before may 15, 2026, please",deadline,synthetic,0
"ops, please post the schedule expected by November 20, 2026.","ops, please post the schedule expected by november 20, 2026",deadline,synthetic,0
Slides — deadline December 25 at noon.,slides — deadline december 25 at noon,deadline,synthetic,0
Compile the project plan due on in 72 hours.,compile the project plan due on in 72 hours,deadline,synthetic,0
Post the research notes due next Friday.,post the research notes due next friday,deadline,synthetic,0
"Don't forget to compile the article due by in 6 months, — thanks",don't forget to compile the article due by in 6 months,deadline,synthetic,1
Ensure the summary memo is due by this Friday.,ensure the summary memo is due by this friday,deadline,synthetic,0
"Produce schedule due by in 240 hours - Best,",produce schedule due by in 240 hours,deadline,synthetic,1
Make sure to produce the minutes within in 1 second.,make sure to produce the minutes within in 1 second,deadline,synthetic,0
due: summary one hour max,due: summary one hour max,deadline,synthetic,0
send the assignment in friday.,send the assignment in friday,deadline,synthetic,0
due: form in 3 days,due: form in 3 days,deadline,synthetic,0
Can you produce the meeting notes due August 26?,can you produce the meeting notes due august 26,deadline,synthetic,0
Evaluation — turn in in in 72 hours.,evaluation — turn in in in 72 hours,deadline,synthetic,0
deadline: contract in 240 hours.,deadline: contract in 240 hours,deadline,synthetic,0
"draft - due October 12, 2026","draft - due october 12, 2026",deadline,synthetic,0
When is the slides due? (Preferably in 10 days),when is the slides due? (preferably in 10 days,deadline,synthetic,0
Due Saturday: slides.,due saturday: slides,deadline,synthetic,0
Ensure the test plan is no later than by EOD.,ensure the test plan is no later than by eod,deadline,synthetic,0
Can we have the invoice deadline for Monday?,can we have the invoice deadline for monday,deadline,synthetic,0
Prepare minutes within in 24 hours.,prepare minutes within in 24 hours,deadline,synthetic,0
Implement the presentation in April 2 by noon.,implement the presentation in april 2 by noon,deadline,synthetic,0
Summary should be until Wednesday.,summary should be until wednesday,deadline,synthetic,0
Code fix — finish in in 5 days.,code fix — finish in in 5 days,deadline,synthetic,0
Send the design doc in September 26 at 1pm.,send the design doc in september 26 at 1pm,deadline,synthetic,0
When is the documentation due? (Preferably in 4 days),when is the documentation due? (preferably in 4 days,deadline,synthetic,0
Ensure the research notes is on or before in 4 hours at 10am.,ensure the research notes is on or before in 4 hours at 10am,deadline,synthetic,0
Turn in the meeting notes due by 4pm.,turn in the meeting notes due by 4pm,deadline,synthetic,0
"Make sure the slides is due September 26, 2026.","make sure the slides is due september 26, 2026",deadline,synthetic,0
• report - due Wednesday at 3pm,report - due wednesday at 3pm,deadline,synthetic,0
"ops, please submit the dataset required by this saturday.","ops, please submit the dataset required by this saturday",deadline,synthetic,0
do summary memo by next Thursday,do summary memo by next thursday,deadline,synthetic,0
"Don't forget to return the project plan due on in 5 days, — thanks",don't forget to return the project plan due on in 5 days,deadline,synthetic,1
deliver the assignment — before saturday at 10am.,deliver the assignment — before saturday at 10am,deadline,synthetic,0
"Contract needs to be until March 26, 2026 at 11am.","contract needs to be until march 26, 2026 at 11am",deadline,synthetic,0
make proposal by Sunday,make proposal by sunday,deadline,synthetic,0
* Turn in the timesheet before 11:59pm,turn in the timesheet before 11:59pm,deadline,synthetic,0
"Please compile the research notes deadline for 6pm, if possible.","please compile the research notes deadline for 6pm, if possible",deadline,synthetic,0
Make sure to share the project plan within Monday at 10am. Thanks!,make sure to share the project plan within monday at 10am,deadline,synthetic,1
make sure to submit the design doc within in 3 days.,make sure to submit the design doc within in 3 days,deadline,synthetic,0
ops: Email the form deadline by EOD.,ops: email the form deadline by eod,deadline,synthetic,0
- Deliver the draft until 10am,deliver the draft until 10am,deadline,synthetic,0
Make sure to share the test plan within Friday at noon.,make sure to share the test plan within friday at noon,deadline,synthetic,0
"Can you deliver the dataset due by October 4, 2026 by 10am?","can you deliver the dataset due by october 4, 2026 by 10am",deadline,synthetic,0
create schedule before in 60 days,create schedule before in 60 days,deadline,synthetic,0
Tarun: Upload the summary memo no later than September 2.,tarun: upload the summary memo no later than september 2,deadline,synthetic,0
"Application needs to be deadline October 13 by 4pm, for the review.","application needs to be deadline october 13 by 4pm, for the review",deadline,synthetic,0
- Upload the analysis deadline 10am,upload the analysis deadline 10am,deadline,synthetic,0
analysis - due this Tuesday,analysis - due this tuesday,deadline,synthetic,0
"Please email the minutes deadline for in 30 days, so we can proceed.","please email the minutes deadline for in 30 days, so we can proceed",deadline,synthetic,0
Upload minutes required by 8pm.,upload minutes required by 8pm,deadline,synthetic,0
Complete the minutes no later than this Monday.,complete the minutes no later than this monday,deadline,synthetic,0
* budget - due Saturday at 8pm,budget - due saturday at 8pm,deadline,synthetic,0
"• Post the test plan due by May 2, 2026 by 11am","post the test plan due by may 2, 2026 by 11am",deadline,synthetic,0
* Submit the assignment due next Monday,submit the assignment due next monday,deadline,synthetic,0
"engineering, please prepare the code fix due by in 10 days.","engineering, please prepare the code fix due by in 10 days",deadline,synthetic,0
Slides — email in Saturday.,slides — email in saturday,deadline,synthetic,0
"Needs to be due by February 27, 2026: proposal, if possible. Thanks,","needs to be due by february 27, 2026: proposal, if possible",deadline,synthetic,1
create presentation before May 21 to meet the deadline. - Ruthik,create presentation before may 21 to meet the deadline. - ruthik,deadline,synthetic,0
minutes by Wednesday at 11am,minutes by wednesday at 11am,deadline,synthetic,0
"Provide assignment within June 21, 2026.","provide assignment within june 21, 2026",deadline,synthetic,0
Implement test plan due by 6pm.,implement test plan due by 6pm,deadline,synthetic,0
required by: form Monday at 7pm.,required by: form monday at 7pm,deadline,synthetic,0
ETA: analysis until noon.,eta: analysis until noon,deadline,synthetic,0
report due this Thursday.,report due this thursday,deadline,synthetic,0
manager: Implement the schedule on or before Monday at 7pm.,manager: implement the schedule on or before monday at 7pm,deadline,synthetic,0
"Summary — before December 18, 2026 at 1pm.","summary — before december 18, 2026 at 1pm",deadline,synthetic,0
Ensure the project plan is due Saturday.,ensure the project plan is due saturday,deadline,synthetic,0
Finish the dataset within Monday at 6pm.,finish the dataset within monday at 6pm,deadline,synthetic,0
"manager, please post the design doc no later than in 2 weeks.","manager, please post the design doc no later than in 2 weeks",deadline,synthetic,0
• Share the code fix deadline November 7,share the code fix deadline november 7,deadline,synthetic,0
research notes by February 9,research notes by february 9,deadline,synthetic,0
Ensure the dataset is before June 21.,ensure the dataset is before june 21,deadline,synthetic,0
due by: invoice 5pm.,due by: invoice 5pm,deadline,synthetic,0
"Produce the contract deadline for March 4, 2026.","produce the contract deadline for march 4, 2026",deadline,synthetic,0
eta: article deadline monday.,eta: article deadline monday,deadline,synthetic,0
"Complete the invoice within July 9 at 7pm, to meet the deadline.","complete the invoice within july 9 at 7pm, to meet the deadline",deadline,synthetic,0
Please complete the form deadline for 9am.,please complete the form deadline for 9am,deadline,synthetic,0
Due July 4: summary.,due july 4: summary,deadline,synthetic,0
Analysis — send in in 1 second.,analysis — send in in 1 second,deadline,synthetic,0
When is the meeting notes due? (Preferably in 12 hours),when is the meeting notes due? (preferably in 12 hours,deadline,synthetic,0
project plan due Sunday at 1pm,project plan due sunday at 1pm,deadline,synthetic,0
"Test plan — required by 11:59pm, if possible.","test plan — required by 11:59pm, if possible",deadline,synthetic,0
Needs to be until Sunday at 11am: test plan.,needs to be until sunday at 11am: test plan,deadline,synthetic,0
Make sure the timesheet is due this Wednesday.,make sure the timesheet is due this wednesday,deadline,synthetic,0
Can we have the dataset until Tuesday?,can we have the dataset until tuesday,deadline,synthetic,0
"Is the summary due May 9, 2026?","is the summary due may 9, 2026",deadline,synthetic,0
Email the meeting notes by Monday. - Ruthik,email the meeting notes by monday. - ruthik,deadline,synthetic,0
"Alice, please produce the invoice by Tuesday.","alice, please produce the invoice by tuesday",deadline,synthetic,0
Send application by February 13 at 2pm - - Team,send application by february 13 at 2pm - - team,deadline,synthetic,0
"Upload analysis on or before May 4, 2026 - - Team","upload analysis on or before may 4, 2026 - - team",deadline,synthetic,0
create design doc before Wednesday,create design doc before wednesday,deadline,synthetic,0
Complete the contract in 1pm.,complete the contract in 1pm,deadline,synthetic,0
"Email the draft due on in 72 hours. Thanks,",email the draft due on in 72 hours,deadline,synthetic,1
"Complete invoice deadline 11am, if possible.","complete invoice deadline 11am, if possible",deadline,synthetic,0
"Due December 10, 2026: slides.","due december 10, 2026: slides",deadline,synthetic,0
create timesheet before in 5 days,create timesheet before in 5 days,deadline,synthetic,0
Reminder: summary memo deadline for March 22 at 5pm.,reminder: summary memo deadline for march 22 at 5pm,deadline,synthetic,0
"Schedule deadline for March 24, 2026.","schedule deadline for march 24, 2026",deadline,synthetic,0
"Reminder: expense report deadline for October 19, 2026.","reminder: expense report deadline for october 19, 2026",deadline,synthetic,0
Can you share the report due June 17?,can you share the report due june 17,deadline,synthetic,0
Code fix should be before August 13 by 11:59pm.,code fix should be before august 13 by 11:59pm,deadline,synthetic,0
budget by November 24 at 7pm,budget by november 24 at 7pm,deadline,synthetic,0
"invoice by January 25, 2026","invoice by january 25, 2026",deadline,synthetic,0
by: report 2pm.,by: report 2pm,deadline,synthetic,0
"Due June 20, 2026 at 10am: slides.","due june 20, 2026 at 10am: slides",deadline,synthetic,0
Ensure the slides is by by EOD.,ensure the slides is by by eod,deadline,synthetic,0
Provide the draft within 9am.,provide the draft within 9am,deadline,synthetic,0
Schedule needs to be by 7pm.,schedule needs to be by 7pm,deadline,synthetic,0
Complete evaluation within one hour tops.,complete evaluation within one hour tops,deadline,synthetic,0
create proposal before September 20,create proposal before september 20,deadline,synthetic,0
Can you email the draft by Tuesday?,can you email the draft by tuesday,deadline,synthetic,0
implement release notes by next Thursday.,implement release notes by next thursday,deadline,synthetic,0
• Produce the article deadline for in 30 seconds,produce the article deadline for in 30 seconds,deadline,synthetic,0
create research notes before 10am,create research notes before 10am,deadline,synthetic,0
"dataset - due March 1, 2026","dataset - due march 1, 2026",deadline,synthetic,0
"Draft - due November 22, 2026 by 3pm.","draft - due november 22, 2026 by 3pm",deadline,synthetic,0
Ensure the budget is deadline November 25.,ensure the budget is deadline november 25,deadline,synthetic,0
Target: form before 11:59pm.,target: form before 11:59pm,deadline,synthetic,0
"finance, please hand in the summary memo deadline for December 22 by 9am.","finance, please hand in the summary memo deadline for december 22 by 9am",deadline,synthetic,0
finish design doc by ASAP. - Team,finish design doc by asap. - team,deadline,synthetic,0
ETA: code fix deadline for next Friday.,eta: code fix deadline for next friday,deadline,synthetic,0
Presentation no later than in 48 hours.,presentation no later than in 48 hours,deadline,synthetic,0
Don't forget to send the minutes before 6pm.,don't forget to send the minutes before 6pm,deadline,synthetic,0
Summary due on February 6.,summary due on february 6,deadline,synthetic,0
"manager, please finalize the evaluation before November 1, 2026, to meet the deadline.","manager, please finalize the evaluation before november 1, 2026, to meet the deadline",deadline,synthetic,0
design doc due Tuesday so we can proceed.,design doc due tuesday so we can proceed,deadline,synthetic,0
• test plan - due this Tuesday,test plan - due this tuesday,deadline,synthetic,0
"due thursday: slides, to meet the deadline.","due thursday: slides, to meet the deadline",deadline,synthetic,0
• Email the assignment deadline for in 5 days,email the assignment deadline for in 5 days,deadline,synthetic,0
• Produce the article on or before in 4 hours,produce the article on or before in 4 hours,deadline,synthetic,0
"Produce the meeting notes — on or before April 26, for the review.","produce the meeting notes — on or before april 26, for the review",deadline,synthetic,0
Due Saturday: timesheet.,due saturday: timesheet,deadline,synthetic,0
Upload release notes within October 14.,upload release notes within october 14,deadline,synthetic,0
Release notes — deadline in 1 hour at 10am.,release notes — deadline in 1 hour at 10am,deadline,synthetic,0
"Application needs to be required by December 19, 2026 at 8pm.","application needs to be required by december 19, 2026 at 8pm",deadline,synthetic,0
do evaluation by 10am,do evaluation by 10am,deadline,synthetic,0
• form - due by COB,form - due by cob,deadline,synthetic,0
due: documentation this Sunday,due: documentation this sunday,deadline,synthetic,0
* Implement the report deadline for in 120 hours,implement the report deadline for in 120 hours,deadline,synthetic,0
make proposal by 9am,make proposal by 9am,deadline,synthetic,0
Finish the assignment due by next Tuesday.,finish the assignment due by next tuesday,deadline,synthetic,0
"Needs to be due 9am: application, if possible.","needs to be due 9am: application, if possible",deadline,synthetic,0
Reminder: presentation before 11am.,reminder: presentation before 11am,deadline,synthetic,0
application by this Tuesday,application by this tuesday,deadline,synthetic,0
• application - due this Friday,application - due this friday,deadline,synthetic,0
When is the research notes due? (Preferably in 1 day at 3pm),when is the research notes due? (preferably in 1 day at 3pm,deadline,synthetic,0
"Finish research notes before in 10 days - Thanks,.",finish research notes before in 10 days - thanks,deadline,synthetic,0
Research notes needs to be before in 5 days.,research notes needs to be before in 5 days,deadline,synthetic,0
"Complete the design doc within June 27, 2026 at 5pm.","complete the design doc within june 27, 2026 at 5pm",deadline,synthetic,0
Ensure the documentation is no later than February 2.,ensure the documentation is no later than february 2,deadline,synthetic,0
Reminder: draft required by 9am.,reminder: draft required by 9am,deadline,synthetic,0
Return the application — expected by next Tuesday.,return the application — expected by next tuesday,deadline,synthetic,0
Send the timesheet deadline December 19 at noon.,send the timesheet deadline december 19 at noon,deadline,synthetic,0
send meeting notes by next Monday.,send meeting notes by next monday,deadline,synthetic,0
"Is the presentation due January 7, 2026 at 6pm?","is the presentation due january 7, 2026 at 6pm",deadline,synthetic,0
Hand in summary deadline for Friday at 2pm.,hand in summary deadline for friday at 2pm,deadline,synthetic,0
- Deliver the expense report by 4pm,deliver the expense report by 4pm,deadline,synthetic,0
due: timesheet ASAP,due: timesheet asap,deadline,synthetic,0
finish project plan by November 19,finish project plan by november 19,deadline,synthetic,0
Send the assignment in September 20 at 11:59pm.,send the assignment in september 20 at 11:59pm,deadline,synthetic,0
Contract — no later than in 60 days.,contract — no later than in 60 days,deadline,synthetic,0
Target: draft deadline for this Monday at 11:59pm.,target: draft deadline for this monday at 11:59pm,deadline,synthetic,0
"• Compile the form deadline for October 12, 2026","compile the form deadline for october 12, 2026",deadline,synthetic,0
When is the draft due? (Preferably August 9),when is the draft due? (preferably august 9,deadline,synthetic,0
summary memo should be expected by 9am.,summary memo should be expected by 9am,deadline,synthetic,0
"Hand in the presentation in October 23, 2026.","hand in the presentation in october 23, 2026",deadline,synthetic,0
article due Tuesday at 11:59pm,article due tuesday at 11:59pm,deadline,synthetic,0
Upload the research notes required by 11am.,upload the research notes required by 11am,deadline,synthetic,0
Is the minutes due Tuesday at 7pm?,is the minutes due tuesday at 7pm,deadline,synthetic,0
Please resolve the design doc deadline 9am.,please resolve the design doc deadline 9am,deadline,synthetic,0
Deliver release notes deadline in 4 days.,deliver release notes deadline in 4 days,deadline,synthetic,0
Compile the minutes — due by noon.,compile the minutes — due by noon,deadline,synthetic,0
Email the invoice in in 3 weeks. Thanks!,email the invoice in in 3 weeks,deadline,synthetic,1
Make sure to complete the contract within Sunday.,make sure to complete the contract within sunday,deadline,synthetic,0
Make sure to share the research notes within next Thursday.,make sure to share the research notes within next thursday,deadline,synthetic,0
Complete the minutes in Tuesday at noon.,complete the minutes in tuesday at noon,deadline,synthetic,0
due: code fix in 60 days,due: code fix in 60 days,deadline,synthetic,0
"When is the form due? (Preferably June 9, 2026)","when is the form due? (preferably june 9, 2026",deadline,synthetic,0
Email the analysis within this Monday.,email the analysis within this monday,deadline,synthetic,0
assignment due Thursday.,assignment due thursday,deadline,synthetic,0
"Send report — due March 8, 2026 asap.","send report — due march 8, 2026 asap",deadline,synthetic,0
"dev: Email the slides deadline for October 16, 2026.","dev: email the slides deadline for october 16, 2026",deadline,synthetic,0
"expense report due April 21, 2026 at 2pm","expense report due april 21, 2026 at 2pm",deadline,synthetic,0
Assignment should be deadline for Friday at 10am.,assignment should be deadline for friday at 10am,deadline,synthetic,0
due: budget June 1,due: budget june 1,deadline,synthetic,0
Upload meeting notes deadline for Wednesday.,upload meeting notes deadline for wednesday,deadline,synthetic,0
• form - due Tuesday,form - due tuesday,deadline,synthetic,0
Make sure to compile the proposal within next Sunday.,make sure to compile the proposal within next sunday,deadline,synthetic,0
Can we have the summary due on 3pm?,can we have the summary due on 3pm,deadline,synthetic,0
"When is the summary memo due? (Preferably March 20, 2026 at 11am)","when is the summary memo due? (preferably march 20, 2026 at 11am",deadline,synthetic,0
When is the assignment due? (Preferably in 1 hour),when is the assignment due? (preferably in 1 hour,deadline,synthetic,0
due: code fix in 72 hours.,due: code fix in 72 hours,deadline,synthetic,0
"Pls hand in the test plan due on in 2 weeks, to meet the deadline.","pls hand in the test plan due on in 2 weeks, to meet the deadline",deadline,synthetic,0
- schedule - due february 15 at 11am,schedule - due february 15 at 11am,deadline,synthetic,0
"Needs to be no later than 7pm: minutes, if you can.","needs to be no later than 7pm: minutes, if you can",deadline,synthetic,0
* Send the expense report due on in 2 days,send the expense report due on in 2 days,deadline,synthetic,0
"make sure the code fix is due on july 21, 2026.","make sure the code fix is due on july 21, 2026",deadline,synthetic,0
• Implement the article on or before in 10 days,implement the article on or before in 10 days,deadline,synthetic,0
Reminder: summary memo deadline for March 21 by 11am.,reminder: summary memo deadline for march 21 by 11am,deadline,synthetic,0
* Prepare the release notes due on Thursday,prepare the release notes due on thursday,deadline,synthetic,0
due: invoice Wednesday,due: invoice wednesday,deadline,synthetic,0
make contract by saturday,make contract by saturday,deadline,synthetic,0
article due October 27 at 11am,article due october 27 at 11am,deadline,synthetic,0
until: slides next Wednesday.,until: slides next wednesday,deadline,synthetic,0
Target: proposal due on Friday.,target: proposal due on friday,deadline,synthetic,0
Please provide the meeting notes in next Friday.,please provide the meeting notes in next friday,deadline,synthetic,0
Documentation — provide in Monday at 5pm.,documentation — provide in monday at 5pm,deadline,synthetic,0
Can we have the contract due by one hour tops?,can we have the contract due by one hour tops,deadline,synthetic,0
Minutes should be on or before by the end of the week.,minutes should be on or before by the end of the week,deadline,synthetic,0
Due May 28 at 11:59pm: summary memo.,due may 28 at 11:59pm: summary memo,deadline,synthetic,0
Please submit the research notes in May 8 at noon.,please submit the research notes in may 8 at noon,deadline,synthetic,0
"deadline for: draft July 10 by 8pm, — thanks",deadline for: draft july 10 by 8pm,deadline,synthetic,1
• dataset - due in 90 days,dataset - due in 90 days,deadline,synthetic,0
Implement the summary deadline for February 5 at 11am.,implement the summary deadline for february 5 at 11am,deadline,synthetic,0
Make sure to prepare the schedule within next Friday.,make sure to prepare the schedule within next friday,deadline,synthetic,0
Prepare the meeting notes in 9am.,prepare the meeting notes in 9am,deadline,synthetic,0
"When is the test plan due? (Preferably next Sunday), — thanks",when is the test plan due? (preferably next sunday,deadline,synthetic,1
Hand in the budget within Tuesday.,hand in the budget within tuesday,deadline,synthetic,0
Please send the expense report in 9am.,please send the expense report in 9am,deadline,synthetic,0
Documentation — provide in in 1 hour.,documentation — provide in in 1 hour,deadline,synthetic,0
Summary before 2pm at 4pm.,summary before 2pm at 4pm,deadline,synthetic,0
"engineering, please submit the assignment due April 17.","engineering, please submit the assignment due april 17",deadline,synthetic,0
Turn in assignment due on 3pm.,turn in assignment due on 3pm,deadline,synthetic,0
Complete evaluation no later than Monday - Thanks!,complete evaluation no later than monday,deadline,synthetic,1
Needs to be deadline 8pm: contract.,needs to be deadline 8pm: contract,deadline,synthetic,0
Dataset — provide in January 9.,dataset — provide in january 9,deadline,synthetic,0
Timesheet before January 6.,timesheet before january 6,deadline,synthetic,0
don't forget to complete the evaluation due by sunday at 4pm.,don't forget to complete the evaluation due by sunday at 4pm,deadline,synthetic,0
"Reminder: proposal before Tuesday at 9am. Best,",reminder: proposal before tuesday at 9am,deadline,synthetic,1
ETA: application due by in 300 days at 2pm.,eta: application due by in 300 days at 2pm,deadline,synthetic,0
Target: budget due Thursday.,target: budget due thursday,deadline,synthetic,0
"* Prepare the assignment due May 28, 2026 if possible.","prepare the assignment due may 28, 2026 if possible",deadline,synthetic,0
Share release notes within in 2 days.,share release notes within in 2 days,deadline,synthetic,0
"Provide draft — due Friday at 2pm, for the review.","provide draft — due friday at 2pm, for the review",deadline,synthetic,0
due: project plan Monday,due: project plan monday,deadline,synthetic,0
Target: expense report before January 12.,target: expense report before january 12,deadline,synthetic,0
• Submit the expense report no later than November 26 at 11am,submit the expense report no later than november 26 at 11am,deadline,synthetic,0
Article needs to be deadline for 11am.,article needs to be deadline for 11am,deadline,synthetic,0
Complete expense report until by the end of the quarter - - Tarun - Team,complete expense report until by the end of the quarter - - tarun - team,deadline,synthetic,0
Assignment due on August 23.,assignment due on august 23,deadline,synthetic,0
Design doc expected by Monday.,design doc expected by monday,deadline,synthetic,0
Turn in the budget due by next second.,turn in the budget due by next second,deadline,synthetic,0
Can we have the draft due on by COB?,can we have the draft due on by cob,deadline,synthetic,0
Make sure the test plan is due in 300 days.,make sure the test plan is due in 300 days,deadline,synthetic,0
QA: Return the release notes deadline next Sunday. Thanks!,qa: return the release notes deadline next sunday,deadline,synthetic,1
Can you compile the evaluation deadline Saturday at 2pm?,can you compile the evaluation deadline saturday at 2pm,deadline,synthetic,0
Hand in the assignment required by noon.,hand in the assignment required by noon,deadline,synthetic,0
Project plan due in 72 hours.,project plan due in 72 hours,deadline,synthetic,0
• Compile the contract due on next Friday,compile the contract due on next friday,deadline,synthetic,0
"PM, please return the code fix before November 17 at 5pm, — thanks","pm, please return the code fix before november 17 at 5pm",deadline,synthetic,1
evaluation — send in in 60 days. - Team,evaluation — send in in 60 days. - team,deadline,synthetic,0
Article - due one minute.,article - due one minute,deadline,synthetic,0
Complete the proposal within 1pm.,complete the proposal within 1pm,deadline,synthetic,0
* evaluation - due this Monday,evaluation - due this monday,deadline,synthetic,0
Presentation — produce in March 23 at 10am.,presentation — produce in march 23 at 10am,deadline,synthetic,0
"• Prepare the project plan deadline for October 19, 2026 at 2pm","prepare the project plan deadline for october 19, 2026 at 2pm",deadline,synthetic,0
* Produce the design doc no later than 1pm,produce the design doc no later than 1pm,deadline,synthetic,0
"Do try to implement the slides due on February 12 at 1pm, to meet the deadline.","do try to implement the slides due on february 12 at 1pm, to meet the deadline",deadline,synthetic,0
due: dataset October 4,due: dataset october 4,deadline,synthetic,0
do expense report by July 19,do expense report by july 19,deadline,synthetic,0
Is the report due Friday?,is the report due friday,deadline,synthetic,0
Draft — finalize in ASAP.,draft — finalize in asap,deadline,synthetic,0
Return the budget in in 1 hour.,return the budget in in 1 hour,deadline,synthetic,0
Can you turn in the evaluation required by 6pm? for the review.,can you turn in the evaluation required by 6pm? for the review,deadline,synthetic,0
- Prepare the test plan due on this Wednesday,prepare the test plan due on this wednesday,deadline,synthetic,0
Slides should be due by noon.,slides should be due by noon,deadline,synthetic,0
• Compile the test plan on or before next Wednesday,compile the test plan on or before next wednesday,deadline,synthetic,0
Please complete the summary in December 21.,please complete the summary in december 21,deadline,synthetic,0
proposal by Sunday at 2pm,proposal by sunday at 2pm,deadline,synthetic,0
Target: design doc no later than this Friday.,target: design doc no later than this friday,deadline,synthetic,0
Resolve the application in in 240 hours at 8pm.,resolve the application in in 240 hours at 8pm,deadline,synthetic,0
"Due 11am: presentation, by then, please.","due 11am: presentation, by then, please",deadline,synthetic,0
Target: invoice due Wednesday.,target: invoice due wednesday,deadline,synthetic,0
"Draft needs to be due November 26, 2026 by noon.","draft needs to be due november 26, 2026 by noon",deadline,synthetic,0
dataset by Wednesday at 1pm,dataset by wednesday at 1pm,deadline,synthetic,0
• Submit the release notes due March 9.,submit the release notes due march 9,deadline,synthetic,0
Prepare code fix — due April 16,prepare code fix — due april 16,deadline,synthetic,0
"Test plan — due on January 15, 2026 at 6pm.","test plan — due on january 15, 2026 at 6pm",deadline,synthetic,0
Don't forget to hand in the design doc deadline for 7pm.,don't forget to hand in the design doc deadline for 7pm,deadline,synthetic,0
Ensure the budget is until November 12.,ensure the budget is until november 12,deadline,synthetic,0
"* Submit the form due by October 20, 2026","submit the form due by october 20, 2026",deadline,synthetic,0
slides - due Wednesday,slides - due wednesday,deadline,synthetic,0
- Deliver the draft on or before Monday at 7pm,deliver the draft on or before monday at 7pm,deadline,synthetic,0
do proposal by 9am,do proposal by 9am,deadline,synthetic,0
Ensure the research notes is deadline for November 10.,ensure the research notes is deadline for november 10,deadline,synthetic,0
Can you implement the application deadline Saturday?,can you implement the application deadline saturday,deadline,synthetic,0
Code fix deadline for December 1.,code fix deadline for december 1,deadline,synthetic,0
Don't forget to upload the article deadline for April 3.,don't forget to upload the article deadline for april 3,deadline,synthetic,0
draft by 8pm,draft by 8pm,deadline,synthetic,0
Reminder: form deadline January 4.,reminder: form deadline january 4,deadline,synthetic,0
Send analysis — due Sunday,send analysis — due sunday,deadline,synthetic,0
due: dataset in 300 days,due: dataset in 300 days,deadline,synthetic,0
